# Student number: r0123456
# Iteration, Elapsed time, Mean value, Best value, Cycle
0,0.1880016326904297,96887.94307317967,76902.67774230131,9,24,25,23,17,28,22,16,3,14,26,12,6,4,8,7,2,20,18,19,13,21,15,27,11,0,1,10,5,
1,0.3539607524871826,89846.87710364601,71017.10293600055,22,17,8,16,26,28,23,15,18,20,21,25,19,14,6,27,24,2,7,1,3,4,11,10,5,0,9,12,13,
2,0.5264608860015869,83878.41860780062,62867.37241135045,13,21,15,20,28,16,18,11,8,2,3,7,10,19,25,22,27,9,5,0,1,26,23,24,17,14,12,6,4,
3,0.7114706039428711,78516.57856368217,62867.37241135045,13,21,15,20,28,16,18,11,8,2,3,7,10,19,25,22,27,9,5,0,1,26,23,24,17,14,12,6,4,
4,0.8821585178375244,73803.02962631147,60726.29386149687,1,0,2,7,15,17,18,22,28,19,20,16,26,25,24,27,21,13,23,8,4,3,14,11,6,9,10,12,5,
5,1.0572528839111328,69586.27551525999,55838.59515115878,21,25,19,1,0,5,3,4,9,10,2,8,16,26,23,24,13,20,14,11,6,7,12,17,27,18,22,28,15,
6,1.2402904033660889,66304.05484923317,53454.56921895349,21,25,19,22,1,0,5,3,4,9,10,2,8,16,26,23,24,13,20,14,11,6,7,12,17,27,15,28,18,
7,1.4062392711639404,63471.5038100445,53376.78954327249,22,18,15,26,20,21,27,16,25,23,24,13,7,3,4,9,5,0,1,6,2,11,12,8,19,28,14,10,17,
8,1.5782396793365479,60411.85533962169,50969.78619685547,18,11,7,1,0,5,3,4,9,10,2,8,6,14,12,13,19,27,25,23,26,17,15,20,28,22,24,21,16,
9,1.7468185424804688,57597.59716634869,48610.16034522918,21,25,19,1,0,5,3,4,9,10,2,8,6,7,11,12,13,20,14,16,24,23,26,27,18,17,22,28,15,
10,1.9208176136016846,55197.34752203646,47259.343930093186,18,11,7,1,0,5,3,2,8,4,9,10,6,12,13,17,20,19,28,14,22,27,23,15,26,25,24,21,16,
11,2.095296621322632,53412.49855900914,45559.62689266715,24,26,21,25,27,18,22,13,17,14,7,2,3,4,10,9,5,0,1,6,11,12,8,19,28,20,16,15,23,
12,2.261817455291748,51523.92963988183,45067.53161603039,18,11,7,4,10,9,1,0,5,2,3,8,6,12,13,17,20,19,28,14,22,27,23,15,26,25,24,21,16,
13,2.428856372833252,49213.02273417657,42834.00998184788,7,1,0,5,10,9,14,3,4,6,2,8,12,13,19,27,25,23,26,15,20,28,22,21,18,17,16,24,11,
14,2.6002562046051025,47262.65542254332,42210.845309407974,11,7,1,0,5,10,9,3,4,6,2,8,12,13,17,21,20,19,28,14,22,27,23,15,26,25,24,16,18,
15,2.762258529663086,45684.50810402849,41279.68594829614,0,5,10,9,3,4,6,2,8,12,13,17,20,28,14,22,27,23,15,26,24,16,18,21,25,19,11,7,1,
16,2.932302951812744,44630.973252454,39564.012204097686,18,11,7,1,0,5,10,9,3,4,6,2,8,12,14,13,27,25,19,26,23,15,24,21,16,17,20,28,22,
17,3.100313901901245,43596.677996785234,39564.012204097686,18,11,7,1,0,5,10,9,3,4,6,2,8,12,14,13,27,25,19,26,23,15,24,21,16,17,20,28,22,
18,3.272301435470581,42461.366382035834,37122.171064827795,7,3,4,1,0,5,9,10,6,2,8,12,13,19,14,17,20,28,22,21,27,24,23,26,25,15,16,18,11,
19,3.437258243560791,41354.07445261854,35139.53513926024,0,5,10,9,3,4,6,2,8,12,13,17,20,27,25,19,26,23,15,24,16,21,28,22,18,14,11,7,1,
20,3.6089351177215576,40179.88934642186,35139.53513926024,0,5,10,9,3,4,6,2,8,12,13,17,20,27,25,19,26,23,15,24,16,21,28,22,18,14,11,7,1,
21,3.7732274532318115,39035.93004190487,34572.914053669105,0,5,10,9,3,4,6,2,8,12,13,17,20,27,25,19,15,24,23,26,16,21,28,22,18,14,11,7,1,
22,3.9441843032836914,37912.41399039849,34313.053350587594,0,5,10,9,3,4,6,2,8,12,13,17,20,27,25,19,23,24,26,15,16,21,28,22,18,14,11,7,1,
23,4.114185571670532,36826.41725497944,33587.18600335429,0,1,9,10,3,4,6,2,8,12,13,17,20,27,25,19,26,24,23,15,16,21,28,22,18,14,11,7,5,
24,4.2822206020355225,35862.4575694718,32848.94859059627,0,5,9,10,6,2,8,12,13,17,20,27,25,19,15,24,23,26,16,21,28,22,18,14,11,7,3,4,1,
25,4.4451820850372314,35041.34205605821,32589.087887514772,0,5,9,10,6,2,8,12,13,17,20,27,25,19,23,24,26,15,16,21,28,22,18,14,11,7,3,4,1,
26,4.622215032577515,34287.64627851421,31991.428563836256,9,10,6,2,8,12,13,17,20,27,25,19,23,24,26,15,16,28,22,21,18,14,11,7,3,4,1,0,5,
